name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Plasmid-or-transposon-encoded-chloramphenicol-exporter cmx,,-,12.49,2202053.0,100.0,100.0,47
Aminoglycoside aph3' Ic,,-,7.74,1365297.0,100.0,100.0,358
MDR-Efflux-pump qacA,,-,4.41,777053.0,88.88,74.8,238
Aminoglycoside aadA 2143 Branch,,-,2.62,461383.0,71.03,47.37,15
Macrolide mel,,-,3.28,579419.0,69.56,73.41,573
Tetracycline tet 2305 Branch,,-,5.24,924779.0,63.66,63.66,523
Aminoglycoside 2024 Branch,,-,5.22,920013.0,100.0,100.0,975
Beta-lactam cfxA 2365 Branch,,-,4.17,735977.0,90.0,90.0,18
Tetracycline tetM,,-,2.48,436599.0,43.91,43.77,3185
Macrolide ermX,,-,8.84,1558473.0,60.21,60.21,4643
Macrolide erm36,,-,7.85,1384419.0,97.05,97.05,1803
Macrolide lnuA,,-,6.42,1132702.0,72.83,72.83,2007
Aminoglycoside aph6 Id,,-,5.82,1026444.0,93.92,93.92,1370
Tetracycline tetK,,-,5.36,945178.0,86.07,86.07,2519
Macrolide ermC,,-,3.14,554449.0,41.43,44.63,2273
Trimethoprim dfrC,,-,2.14,377581.0,55.28,55.28,320
Macrolide msrA,,-,1.9,335865.0,42.64,42.64,1016
Beta-lactam-resistance blaOXA 285,,-,2.34,412682.0,69.47,55.56,216
Beta-lactam-resistance blaOXA 282,,-,1.79,315351.0,63.5,56.25,14
Beta-lactam-resistance blaOXA 334,,-,1.48,260529.0,53.56,42.16,99
Beta-lactam-resistance blaOXA 526 Branch,,-,1.37,242037.0,47.06,47.06,89
Beta-lactam-resistance blaOXA 484 Branch,,-,1.21,212450.0,50.0,50.0,19
Beta-lactam-resistance blaTEM 116,,-,1.63,287685.0,80.0,75.86,23
Beta-lactam-resistance blaTEM 186,,-,1.06,187774.0,63.64,50.0,9
