name,tax_id,relative_abundance,abundance_score,hit_frequency
Cutibacterium,1912216,34.58,4530,10
Propionibacterium,1743,34.21,4481,13
Kocuria,57493,1.12,146,32
Micrococcus,1269,5.98,783,798
Corynebacterium,1716,4.402539999999999,1257.19,9852
Varibaculum,184869,0.6,78,98
Staphylococcus,1279,2.3881799999999997,938.13,2232
Streptococcus,1301,0.89,117,7
Anaerococcus,165779,0.64,84,15
Finegoldia,150022,0.82,108,129
Peptoniphilus,162289,0.59,77,117
Tissierellia_u_g,1737404,0.62,81,1127
Burkholderiales_u_g,80840,0.85,111,10
Enhydrobacter,212791,2.35,307,3337
