name,tax_id,relative_abundance,abundance_score,hit_frequency
Staphylococcus,1279,39.20476,6954.3,2563
Anaerococcus,165779,0.89,142,700
Peptoniphilus,162289,1.88,300,2713
Finegoldia,150022,0.6,96,209
Cutibacterium,1912216,20.2818,3734.7799999999997,939
Propionibacterium,1743,20.21,3221,136
Propionibacteriaceae_u_g,31957,0.94,150,46
Kocuria,57493,0.87557,227.79000000000002,1966
Micrococcus,1269,0.67,106,34
Rothia,32207,1.22519,277.73,1513
Brevibacterium,1696,2.51,400,9067
Klebsiella,570,0.9,144,396
Enhydrobacter,212791,1.16,185,1889
