name,accession_id,class,relative_abundance,abundance_score,total_matches,unique_matches,unique_matches_frequency,unique_matches_frequency
Staphylococcus aureus GI 33390919,,-,20.13,18244935.0,100.0,100.0,17382
Staphylococcus aureus GENE sdr 1604 Branch,,-,1.59,1441114.0,64.79,65.48,769
Staphylococcus aureus GENE set 1582 Branch,,-,0.81,738819.0,54.11,54.88,330
Staphylococcus aureus GENE cap 1570 Branch,,-,0.99,899270.0,54.36,54.36,419
Staphylococcus aureus GENE isdB,,-,0.43,389194.0,87.22,88.89,56
Staphylococcus aureus GENE cap 1564 Branch,,-,0.57,518503.0,43.67,56.92,37
Staphylococcus aureus GENE cap 1543 Branch,,-,0.52,471296.0,41.46,41.26,137
Staphylococcus aureus GENE 1587 Branch,,-,0.58,522492.0,44.44,44.44,14
Staphylococcus aureus GENE spl 1500 Branch,,-,0.36,329106.0,46.71,46.31,323
Staphylococcus aureus GENE 1484 Branch,,-,0.5,452748.0,87.5,87.5,7
Staphylococcus aureus GENE cap 1472 Branch,,-,0.47,424996.0,100.0,100.0,43
Staphylococcus aureus GENE cap 1506 Branch,,-,0.33,302563.0,41.18,41.18,545
Staphylococcus aureus GENE AACA-APHD,,-,5.83,5280762.0,100.0,100.0,15575
Staphylococcus aureus GI 33390939,,-,5.46,4953075.0,85.71,85.71,1572
Staphylococcus aureus GI 33390920,,-,4.31,3904901.0,100.0,100.0,3752
Staphylococcus aureus GI 33390945,,-,3.75,3399181.0,100.0,100.0,1567
Staphylococcus aureus GENE dfrA,,-,2.97,2693757.0,94.85,94.85,3587
Staphylococcus aureus GENE thyA,,-,2.66,2411671.0,96.37,96.37,6256
Staphylococcus aureus GI 33390947,,-,1.83,1655714.0,54.84,54.84,458
Staphylococcus aureus GENE blaI,,-,1.45,1311444.0,100.0,100.0,1239
Staphylococcus aureus GENE blaZ,,-,1.44,1301687.0,90.93,90.93,2631
Staphylococcus aureus GENE blaR1,,-,1.41,1273748.0,92.16,92.16,4249
Staphylococcus aureus GI 33390966,,-,1.05,950575.0,83.9,83.9,1410
Staphylococcus aureus GeneID SAS0117,,-,0.58,523784.0,72.91,72.91,660
Staphylococcus aureus GeneID SASd0697,,-,0.54,487087.0,82.87,82.87,270
Staphylococcus aureus GeneID SAS0122,,-,0.48,433081.0,72.15,72.15,256
Staphylococcus aureus GENE essA,,-,0.4,359957.0,55.8,55.8,347
Staphylococcus aureus GeneID SASa0647,,-,0.39,351009.0,55.02,55.02,353
Staphylococcus aureus GeneID SASa2550,,-,0.38,340780.0,51.65,51.65,518
Staphylococcus aureus GeneID SASa0118,,-,0.37,332042.0,48.47,48.47,550
Staphylococcus aureus GeneID SAS0115,,-,0.36,322786.0,50.68,50.68,347
Staphylococcus aureus GENE aur,,-,0.36,322058.0,48.81,48.81,500
Staphylococcus aureus GeneID SAS0119,,-,0.34,306718.0,43.82,43.82,554
Staphylococcus aureus GeneID SASa0649,,-,0.33,296446.0,49.9,49.9,282
Staphylococcus aureus GeneID SASa0736,,-,0.32,289973.0,48.8,48.8,292
Staphylococcus aureus GeneID SASa0648,,-,0.31,278482.0,46.48,46.48,281
Staphylococcus aureus GeneID SAS1015,,-,0.23,211921.0,44.23,44.23,90
Staphylococcus aureus GeneID SAS1730,,-,0.21,189747.0,40.57,40.57,86
Staphylococcus lentus GENE repL,,-,6.8,6160774.0,100.0,100.0,7799
Staphylococcus lentus GENE ermC,,-,2.73,2473663.0,100.0,100.0,4343
Staphylococcus epidermidis GeneID SEA1545,,-,2.35,2131114.0,100.0,100.0,2605
Staphylococcus lentus GENE repC,,-,2.26,2044652.0,99.3,99.3,4310
Staphylococcus lentus GENE tetK,,-,2.05,1854416.0,100.0,100.0,5439
Staphylococcus lentus GENE pre,,-,1.88,1700694.0,100.0,100.0,3792
Staphylococcus lentus GI 60416748,,-,0.82,746806.0,50.0,50.0,105
Staphylococcus lentus GI 60416745,,-,0.76,687582.0,100.0,100.0,73
Bacteroides fragilis GENE mobB,,-,1.68,1521290.0,100.0,100.0,2834
Bacteroides fragilis GENE mobC,,-,1.48,1343134.0,92.81,92.81,4054
Bacteroides vulgatus GI 33413459,,-,1.25,1136365.0,100.0,100.0,601
Bacteroides fragilis GENE traF,,-,1.24,1123308.0,100.0,100.0,420
Bacteroides fragilis GENE traB,,-,0.97,881074.0,87.12,87.12,682
Bacteroides fragilis GENE traC,,-,0.88,795337.0,81.6,81.6,507
Bacteroides fragilis GENE traD,,-,0.84,761830.0,77.65,77.65,847
Bacteroides fragilis GENE tetQ,,-,0.8,723538.0,47.89,47.89,2393
Bacteroides fragilis GENE traE,,-,0.65,590229.0,79.38,79.38,268
Bacteroides fragilis GENE rteA,,-,0.63,570379.0,41.38,41.38,2259
Bacteroides fragilis GENE mobA,,-,0.59,534428.0,57.05,57.05,419
Bacteroides fragilis GENE traG,,-,0.57,517163.0,40.67,40.67,1971
Bacteroides fragilis GI 46242808,,-,0.35,317409.0,40.74,40.74,233
Enterococcus faecalis GENE repB,,-,0.41,368529.0,62.3,62.3,273
Enterococcus faecium GENE ermB,,-,0.4,366791.0,62.96,62.96,255
Enterococcus faecalis GENE mobB,,-,0.27,246679.0,41.46,41.46,283
Enterococcus hirae GENE ermB,,-,0.15,132176.0,100.0,100.0,3
Parabacteroides distasonis GI 32395282,,-,1.28,1157885.0,82.61,82.61,666
Parabacteroides distasonis GI 32395281,,-,0.91,819708.0,100.0,100.0,136
