name,tax_id,relative_abundance,abundance_score,hit_frequency
Cutibacterium acnes,1747,39.85,757081,350
[Propionibacterium] namnetense,1574624,0.01,232,7065
Cutibacterium granulosum,33011,3.49,66309,519060
Cutibacterium avidum,33010,0.12,2274,1543
[Propionibacterium] humerusii,1050843,0.01,115,2157
Propionibacterium sp. 5_U_42AFAA,450748,39.57,751702,81969
Propionibacterium_u_s,1743,0.11,2031,1199
Acidipropionibacterium acidipropionici,1748,0.01,92,3304
Acidipropionibacterium_u_s,1912215,0.01,140,1147
Propionimicrobium_u_s,203133,0.01,139,1214
Corynebacterium accolens,38284,0.12,2231,3431
Corynebacterium jeikeium,38289,0.04,786,8868
Corynebacterium urealyticum,43771,0.01,106,858
Corynebacterium sp. KPL1856,1203563,0.49,9379,21
Corynebacterium pseudogenitalium,38303,0.16,3019,21032
Corynebacterium tuberculostearicum,38304,0.15,2916,16003
Corynebacterium massiliense,441501,0.06,1052,19605
Corynebacterium kroppenstedtii,161879,0.04,845,18133
Corynebacterium tuscaniense,302449,0.02,302,6623
Corynebacterium aurimucosum,169292,0.01,216,4777
Corynebacterium ihumii,1232427,0.01,90,2023
Corynebacterium striatum,43770,0.01,88,2333
Corynebacterium jeddahense,1414719,0.0,75,1895
Dietzia_u_s,37914,0.01,92,24
Rothia dentocariosa,2047,0.02,383,4206
Rothia mucilaginosa,43675,0.01,91,531
Kocuria palustris,71999,0.01,174,3673
Nesterenkonia massiliensis,1232429,0.0,82,2038
Micrococcus luteus,1270,0.34,6398,8736
Dermabacter sp. HFH0086,1203568,0.01,237,2866
Dermabacter hominis,36740,0.01,136,2118
Brachybacterium paraconglomeratum,173362,0.01,98,2104
Brevibacterium ravenspurgense,479117,0.01,142,3427
Actinotignum schaalii,59505,0.01,134,255
Mobiluncus_u_s,2050,0.01,107,16
Scardovia wiggsiae,230143,0.01,89,1425
Staphylococcus epidermidis,1282,10.63,201937,11546
Staphylococcus sp. JGI 0001002-I23,1157683,1.16,22046,3384
Staphylococcus capitis,29388,0.47,8896,31124
Staphylococcus haemolyticus,1283,0.01,219,150
Staphylococcus warneri,1292,0.01,175,6
Staphylococcus_u_s,1279,0.01,267,2414
Staphylococcus lugdunensis,28035,0.01,179,39
Staphylococcus pettenkoferi,170573,0.01,182,4219
Staphylococcus aureus,1280,0.85,16108,8068
Staphylococcus hominis,1290,0.06,1053,178
Streptococcus mutans,1309,0.04,711,12
Streptococcus sp. HSISS3,1316412,0.03,477,678
Streptococcus parasanguinis,1318,0.01,115,572
Streptococcus agalactiae,1311,0.02,352,202
Streptococcus_u_s,1301,0.01,164,471
Lactobacillus gasseri,1596,0.02,349,339
Lactobacillus crispatus,47770,0.01,123,6
Lactobacillus_u_s,1578,0.01,110,10
Lactobacillus delbrueckii,1584,0.01,136,245
Enterococcus faecalis,1351,0.01,138,11
Facklamia hominis,178214,0.01,98,519
Aerococcus_u_s,1375,0.0,77,121
Anaerococcus hydrogenalis,33029,0.01,114,2263
Anaerococcus senegalensis,1288120,0.01,163,4026
Anaerococcus prevotii,33034,0.01,138,2489
Anaerococcus obesiensis,1287640,0.01,192,3163
Anaerococcus provencensis,938293,0.15,2914,58275
Anaerococcus vaginalis,33037,0.01,163,4389
Peptoniphilus grossensis,1465756,0.04,675,9915
Peptoniphilus_u_s,162289,0.01,180,88
Peptoniphilus rhinitidis,1175452,1.26,23880,439302
Peptoniphilus harei,54005,0.01,99,1294
Finegoldia magna,1260,0.06,1095,9989
Tissierellia bacterium S5-A11,1230730,0.04,783,6073
Clostridioides difficile,1496,0.11,2039,4066
Christensenella_u_s,990721,0.01,89,287
Veillonella_u_s,29465,0.0,77,11
Negativicoccus succinicivorans,620903,0.08,1470,7997
Campylobacter ureolyticus,827,0.02,430,1552
Proteus mirabilis,584,0.0,80,6
Pseudomonas stutzeri,316,0.01,226,114
Jonquetella anthropi,428712,0.01,226,80
Porphyromonas_u_s,836,0.02,409,23
Porphyromonas bennonis,501496,0.05,970,14758
