name,tax_id,relative_abundance,abundance_score,hit_frequency
Staphylococcus sp. MDS7B_u_t,1209359,0.52,4882,6209
Staphylococcus_u_t,1279,0.02,214,3434
Lactobacillus casei group_u_t,655183,0.06,549,9
Granulicatella_u_t,117563,0.02,180,24
Streptococcus_u_t,1301,0.03,267,1297
Streptococcus sp. M334_u_t,563038,0.01,136,1283
Propionibacterium sp. KPL1844_u_t,1203573,0.04,381,3590
Microbacterium sp. KROCY2_u_t,1305732,0.69,6444,28302
Dermacoccus_u_t,57495,0.01,117,1958
Acinetobacter_u_t,469,0.09,817,893
Acinetobacter sp. CIP 101966_u_t,1144662,0.1,966,731
Methylobacterium_u_t,407,0.01,117,39
Rhizobiales_u_t,356,0.01,112,1250
Neisseria_u_t,482,0.02,222,175
Neisseriaceae_u_t,481,0.01,123,22
Hymenobacter_u_t,89966,0.11,1062,26
