name,tax_id,relative_abundance,abundance_score,hit_frequency
Micrococcus,1269,33.32,11145,39242
Kocuria,57493,1.41374,596.22,9169
Nesterenkonia,57494,1.23,410,8797
Rothia,32207,0.26,87,643
Microbacterium,33882,1.06,356,1342
Brevibacterium,1696,0.47,156,3764
Tropheryma,2038,0.67,225,631
Brachybacterium,43668,0.87,292,5626
Cutibacterium,1912216,11.49498,4009.68,1036
Propionibacterium,1743,11.39,3808,86
Propionimicrobium,203133,0.36,122,914
Corynebacterium,1716,0.6630000000000001,1645.32,20921
Pseudonocardia,1847,5.9,1973,5438
Staphylococcus,1279,2.73692,1475.85,1017
Lactobacillus,1578,1.43703,714.1800000000001,1322
Aerococcus,1375,1.58,528,4822
Facklamia,66831,0.23,78,439
Enterococcus,1350,0.34,113,6
Streptococcus,1301,0.55877,478.28,709
Finegoldia,150022,0.31,103,65
Acinetobacter,469,2.3768499999999997,3009.0899999999997,3167
Pseudomonas,286,2.77877,1220.43,4331
Aeromonas,642,1.05,351,31
Xanthomonas,338,0.36,121,46
Klebsiella,570,0.31,103,62
Ochrobactrum,528,0.72,242,5749
Haematobacter,366614,0.25,85,2141
