name,tax_id,relative_abundance,abundance_score,hit_frequency
Cutibacterium acnes,1747,47.38,517883,613
[Propionibacterium] namnetense,1574624,0.01,154,3218
Cutibacterium granulosum,33011,0.69,7587,23561
[Propionibacterium] humerusii,1050843,0.01,96,117
Propionibacterium sp. MB3007,1410615,44.41,485412,386
Propionibacteriaceae_u_s,31957,0.01,124,354
Corynebacterium matruchotii,43768,0.02,221,2421
Corynebacterium glucuronolyticum,39791,0.01,96,1503
Corynebacterium pseudogenitalium,38303,0.1,1093,8953
Corynebacterium tuberculostearicum,38304,0.1,1048,6888
Corynebacterium tuscaniense,302449,0.03,306,6664
Corynebacterium ihumii,1232427,0.02,208,4362
Corynebacterium durum,61592,0.01,128,3314
Corynebacterium genitalium,38288,0.01,81,1990
Turicella otitidis,29321,0.03,302,5507
Rothia mucilaginosa,43675,0.1,1039,10285
Rothia aeria,172042,0.02,257,802
Rothia dentocariosa,2047,0.02,179,1155
Actinomyces odontolyticus,1660,0.01,122,746
Actinomyces neuii,33007,0.01,86,42
Actinomyces sp. oral taxon 175,712119,0.02,238,1993
Gardnerella vaginalis,2702,0.03,344,635
Staphylococcus epidermidis,1282,3.7,40455,23889
Staphylococcus sp. JGI 0001002-I23,1157683,0.84,9226,4533
Staphylococcus capitis,29388,1.4,15320,14102
Staphylococcus warneri,1292,0.02,220,9
Staphylococcus xylosus,1288,0.01,87,560
Staphylococcus aureus,1280,0.74,8097,6535
Staphylococcus hominis,1290,0.02,179,100
Staphylococcus_u_s,1279,0.01,168,377
Streptococcus parasanguinis,1318,0.03,372,26
Streptococcus thermophilus,1308,0.02,202,56
Streptococcus_u_s,1301,0.01,96,289
Lactobacillus gasseri,1596,0.01,76,22
Lactobacillus_u_s,1578,0.01,103,10
Lactobacillus jensenii,109790,0.01,81,30
Granulicatella_u_s,117563,0.01,119,20
Alloiococcus otitis,1652,0.01,141,2165
Anaerococcus prevotii,33034,0.01,103,56
Finegoldia magna,1260,0.01,110,72
Neisseriaceae_u_s,481,0.03,319,49
Caulobacter sp. JGI 0001013-D04,1157680,0.04,421,6816
Haemophilus parainfluenzae,729,0.01,90,172
