name,tax_id,relative_abundance,abundance_score,hit_frequency
Kocuria_u_t,57493,0.08,84,2512
Rothia_u_t,32207,0.08,89,266
Brevibacterium sp. VCM10_u_t,1381751,0.15,167,14801
Microbacterium sp. KROCY2_u_t,1305732,1.18,1288,14136
Agrococcus_u_t,46352,0.07,77,1703
Propionibacteriaceae_u_t,31957,1.68,1843,135
Propionimicrobium_u_t,203133,0.09,97,766
Staphylococcus sp. MDS7B_u_t,1209359,4.49,4913,6705
Staphylococcus_u_t,1279,0.18,192,1680
Streptococcus_u_t,1301,0.24,259,25
Streptococcus sp. 2_1_36FAA_u_t,469609,0.09,101,1038
Lactobacillus_u_t,1578,0.27,290,17
Lactobacillus casei group_u_t,655183,0.07,77,122
Veillonella_u_t,29465,0.18,192,91
Megasphaera_u_t,906,0.09,96,17
Lachnospiraceae_u_t,186803,0.24,264,6
Herbaspirillum_u_t,963,0.07,77,918
Acidovorax_u_t,12916,0.07,75,10
Neisseriaceae_u_t,481,0.13,140,13
Acinetobacter sp. CIP 102637_u_t,1144669,0.48,522,1078
Acinetobacter_u_t,469,0.51,559,93
Pseudomonas putida group_u_t,136845,0.14,151,10
Pseudomonas_u_t,286,0.17,182,2518
Klebsiella sp. AS10_u_t,936564,0.4,435,300
Pantoea_u_t,53335,0.07,77,13
Roseomonas_u_t,125216,0.08,92,1598
Brevundimonas_u_t,41275,0.07,77,539
Aureimonas_u_t,414371,0.23,253,16
Methylobacterium sp. MB200_u_t,648885,0.24,264,6419
Prevotella_u_t,838,0.07,77,144
Porphyromonas_u_t,836,0.12,135,10
